所在省,所在城市,学校,学校编号
北京市,北京市,北京大学,110110001
北京市,北京市,中国人民大学,110110002
北京市,北京市,清华大学,110110003
北京市,北京市,北京交通大学,110110004
北京市,北京市,北京工业大学,110110005
北京市,北京市,北京航空航天大学,110110006
北京市,北京市,北京理工大学,110110007
北京市,北京市,北京科技大学,110110008
北京市,北京市,北方工业大学,110110009
北京市,北京市,北京化工大学,110110010
北京市,北京市,北京工商大学,110110011
北京市,北京市,北京服装学院,110110012
北京市,北京市,北京邮电大学,110110013
北京市,北京市,北京印刷学院,110110015
北京市,北京市,北京建筑工程学院,110110016
北京市,北京市,北京石油化工学院,110110017
北京市,北京市,北京电子科技学院,110110018
北京市,北京市,中国农业大学,110110019
北京市,北京市,北京农学院,110110020
北京市,北京市,北京林业大学,110110022
北京市,北京市,北京协和医学院,110110023
北京市,北京市,首都医科大学,110110025
北京市,北京市,北京中医药大学,110110026
北京市,北京市,北京师范大学,110110027
北京市,北京市,首都师范大学,110110028
北京市,北京市,首都体育学院,110110029
北京市,北京市,北京外国语大学,110110030
北京市,北京市,北京第二外国语学院,110110031
北京市,北京市,北京语言大学,110110032
北京市,北京市,中国传媒大学,110110033
北京市,北京市,中央财经大学,110110034
北京市,北京市,对外经济贸易大学,110110036
北京市,北京市,北京物资学院,110110037
北京市,北京市,首都经济贸易大学,110110038
北京市,北京市,外交学院,110110040
北京市,北京市,中国人民公安大学,110110041
北京市,北京市,国际关系学院,110110042
北京市,北京市,北京体育大学,110110043
北京市,北京市,中央音乐学院,110110045
北京市,北京市,中国音乐学院,110110046
北京市,北京市,中央美术学院,110110047
北京市,北京市,中央戏剧学院,110110048
北京市,北京市,中国戏曲学院,110110049
北京市,北京市,北京电影学院,110110050
北京市,北京市,北京舞蹈学院,110110051
北京市,北京市,中国政法大学,110110053
北京市,北京市,华北电力大学(北京),110110054
北京市,北京市,中国民航大学,110110059
北京市,北京市,中国矿业大学,110110290
北京市,北京市,北京信息工程学院,110110772
北京市,北京市,北京工业职业技术学院,110110853
北京市,北京市,北京信息职业技术学院,110110857
北京市,北京市,北京电子科技职业学院,110110858
北京市,北京市,北京京北职业技术学院,110111090
北京市,北京市,中华女子学院,110111149
北京市,北京市,北京信息科技大学,110111232
北京市,北京市,中国石油大学,110111414
北京市,北京市,中国地质大学(北京),110111415
北京市,北京市,北京联合大学,110111417
北京市,北京市,海淀走读大学,110111418
北京市,北京市,中国青年政治学院,110111625
北京市,北京市,北京青年政治学院,110111626
北京市,北京市,防灾科技学院,110111775
北京市,北京市,首钢工学院,110111831
北京市,北京市,北京农业职业学院,110112448
北京市,北京市,北京政法职业学院,110112451
北京市,北京市,北京财贸职业学院,110112561
北京市,北京市,北京北大方正软件职业技术学院,110112564
北京市,北京市,北京经贸职业学院,110112565
北京市,北京市,北京经济技术职业学院,110112566
北京市,北京市,北京戏曲艺术职业学院,110112567
北京市,北京市,北京汇佳职业学院,110112568
北京市,北京市,北京科技经营管理学院,110112733
北京市,北京市,北京吉利大学,110112802
北京市,北京市,北京工商大学嘉华学院,110113630
北京市,北京市,北京科技职业学院,110113703
北京市,北京市,北京培黎职业学院,110113728
北京市,北京市,北京锡华国际经贸职业学院,110113826
北京市,北京市,北京化工大学北方学院,110113895
北京市,北京市,北京邮电大学世纪学院,110113901
北京市,北京市,北京工业大学耿丹学院,110113904
北京市,北京市,北京交通职业技术学院,110113910
北京市,北京市,北京警官学院,110114019
北京市,北京市,北京劳动保障职业学院,110114075
北京市,北京市,北京社会管理职业学院,110114139
北京市,北京市,北京交通运输职业学院,110114279
北京市,北京市,北京中美工商管理研修学院,110119503
北京市,北京市,中关村第一小学,110130001
北京市,北京市,北京师范大学附属实验中学,110140001
北京市,北京市,北京市财经学校,110140002
北京市,北京市,北京四中,110140003
北京市,北京市,北京现代职业学校,110140004
北京市,北京市,北京医学高等专科学校,110140005
北京市,北京市,北师大第二附属中学,110140006
北京市,北京市,第十九中学,110140007
北京市,北京市,清华大学附属中学,110140008
北京市,北京市,首都邮电培训学校,110140009
北京市,北京市,北京大学附属中学,110140010
北京市,北京市,北京教育学院,110150061
北京市,北京市,北京广播电视大学,110151160
北京市,北京市,中央广播电视大学,110151161
北京市,北京市,北京市经济管理干部学院,110151637
北京市,北京市,国家会计学院,110152002
北京市,北京市,北京爱迪学校,110170001
北京市,北京市,北京王府学校,110170002
北京市,北京市,北邮函授学院,110170003
北京市,北京市,华大高教自考培训学校,110170005
北京市,北京市,前进大学,110170006
北京市,北京市,中国医学科学院,110170007
北京市,北京市,中国科学院电工研究所,110180148
北京市,北京市,中国林业科学研究院,110182201
北京市,北京市,中国航天科技集团公司第一研究院,110183201
北京市,北京市,铁道部科学研究院,110183801
北京市,北京市,中共北京市委党校,110189611
北京市,北京市,国防大学,110190001
北京市,北京市,武警警种指挥学院,110190204
北京市,北京市,军事医学科学院,110190301
天津市,天津市,南开大学,120110055
天津市,天津市,天津大学,120110056
天津市,天津市,天津科技大学,120110057
天津市,天津市,天津工业大学,120110058
天津市,天津市,中国民航大学,120110059
天津市,天津市,天津理工大学,120110060
天津市,天津市,天津农学院,120110061
天津市,天津市,天津医科大学,120110062
天津市,天津市,天津中医学院,120110063
天津市,天津市,天津师范大学,120110065
天津市,天津市,天津职业技术师范学院,120110066
天津市,天津市,天津外国语学院,120110068
天津市,天津市,天津商业大学,120110069
天津市,天津市,天津财经大学,120110070
天津市,天津市,天津体育学院,120110071
天津市,天津市,天津美术学院,120110073
天津市,天津市,河北工业大学,120110080
天津市,天津市,天津城市建设学院,120110792
天津市,天津市,民办天狮职业技术学院,120110859
天津市,天津市,天津职业大学,120111032
天津市,天津市,天津中德职业技术学院,120112105
天津市,天津市,天津青年职业学院,120112535
天津市,天津市,天津轻工职业技术学院,120112732
天津市,天津市,天津对外经济贸易职业学院,120112788
天津市,天津市,天津工商职业技术学院,120112803
天津市,天津市,天津开发区职业技术学院,120112881
天津市,天津市,天津医科大学临床医学院,120113661
天津市,天津市,天津大学仁爱学院,120114038
天津市,天津市,天津建筑材料工业学校,120140001
天津市,天津市,天津实验中学,120140002
天津市,天津市,天津耀华中学,120140003
天津市,天津市,天津市广播电视大学,120151171
天津市,天津市,天津经济技术开发区国际学校,120170001
天津市,天津市,中国医学科学院放射医学研究所,120170002
天津市,天津市,武警指挥学院,120190201
河北省,石家庄市,石家庄经济学院,130110077
河北省,石家庄市,河北科技大学,130110082
河北省,石家庄市,河北医科大学,130110089
河北省,石家庄市,河北师范大学,130110094
河北省,石家庄市,石家庄学院,130110102
河北省,石家庄市,石家庄铁道学院,130110107
河北省,石家庄市,河北工业职业技术学院,130110873
河北省,石家庄市,河北体育学院,130111236
河北省,石家庄市,石家庄职业技术学院,130111238
河北省,石家庄市,河北经贸大学,130111832
河北省,石家庄市,中国防卫科技学院,130111971
河北省,石家庄市,石家庄铁路职业技术学院,130112424
河北省,石家庄市,石家庄外国语职业学院,130112783
河北省,石家庄市,河北艺术职业学院,130112885
河北省,石家庄市,河北交通职业技术学院,130113071
河北省,石家庄市,河北化工医药职业技术学院,130113072
河北省,石家庄市,石家庄信息工程职业学院,130113073
河北省,石家庄市,石家庄东方美术职业学院,130113075
河北省,石家庄市,石家庄邮电学院,130113397
河北省,石家庄市,石家庄工商学院,130113399
河北省,石家庄市,石家庄联合技术职业学院,130113400
河北省,石家庄市,河北女子职业技术学院,130113822
河北省,石家庄市,石家庄医学高等专科学校,130114081
河北省,石家庄市,河北省工运学校,130140001
河北省,石家庄市,河北省体育运动学校,130140002
河北省,石家庄市,白求恩医学专修学院,130140003
河北省,石家庄市,石家庄市第一中学,130140004
河北省,石家庄市,石家庄市第二中学,130140005
河北省,石家庄市,河北广播电视大学,130151177
河北省,石家庄市,河北管理干部学院,130151723
河北省,石家庄市,河北青年管理干部学院,130151802
河北省,石家庄市,河北经贸管理干部学院,130152013
河北省,石家庄市,河北安通驾驶员培训学校,130170001
河北省,石家庄市,军械工程学院,130190040
河北省,唐山市,河北理工大学,130210081
河北省,唐山市,华北煤炭医学院,130210090
河北省,唐山市,唐山师范学院,130210099
河北省,唐山市,唐山学院,130211033
河北省,唐山市,河北能源职业技术学院,130212418
河北省,唐山市,唐山工业职业技术学院,130212787
河北省,秦皇岛市,燕山大学,130310216
河北省,秦皇岛市,东北石油大学,130310220
河北省,秦皇岛市,河北科技师范学院,130310798
河北省,秦皇岛市,渤海石油职业学院,130313394
河北省,秦皇岛市,秦皇岛广播电视大学,130352014
河北省,邯郸市,河北工程大学,130410076
河北省,邯郸市,邯郸学院,130410103
河北省,邯郸市,邯郸职业技术学院,130411034
河北省,邢台市,邢台学院,130510104
河北省,邢台市,邢台职业技术学院,130511821
河北省,保定市,河北大学,130610075
河北省,保定市,华北电力大学(保定),130610079
河北省,保定市,河北农业大学,130610086
河北省,保定市,保定师范专科学校,130610096
河北省,保定市,保定金融高等专科学校,130611420
河北省,保定市,中央司法警官学院,130611903
河北省,保定市,河北软件职业技术学院,130612352
河北省,保定市,保定职业技术学院,130612543
河北省,保定市,华北电力大学科技学院,130613417
河北省,保定市,中国地质大学长城学院,130613891
河北省,保定市,职中,130640001
河北省,保定市,河北省职工医学院,130650144
河北省,张家口市,河北建筑工程学院,130710084
河北省,张家口市,河北北方学院,130710092
河北省,张家口市,张家口职业技术学院,130711423
河北省,张家口市,张家口市第一中学,130740001
河北省,张家口市,张家口教育学院,130750158
河北省,承德市,承德医学院,130810093
河北省,承德市,承德民族师范高等专科学校,130810098
河北省,承德市,承德民族职业技术学院,130811424
河北省,承德市,承德石油高等专科学校,130811777
河北省,沧州市,河北工程技术高等专科学校,130910085
河北省,沧州市,沧州师范专科学校,130910105
河北省,沧州市,沧州职业技术学院,130912415
河北省,廊坊市,廊坊师范学院,131010100
河北省,廊坊市,华北科技学院,131011104
河北省,廊坊市,中国人民武装警察部队学院,131011105
河北省,廊坊市,北华航天工业学院,131011629
河北省,廊坊市,防灾科技学院,131011775
河北省,廊坊市,河北石油职业技术学院,131012367
河北省,廊坊市,北京化工大学北方学院,131013895
河北省,衡水市,衡水学院,131110101
山西省,太原市,山西大学,140110108
山西省,太原市,太原科技大学,140110109
山西省,太原市,中北大学,140110110
山西省,太原市,太原理工大学,140110112
山西省,太原市,山西农业大学,140110113
山西省,太原市,山西医科大学,140110114
山西省,太原市,太原师范学院,140110119
山西省,太原市,山西财经大学,140110125
山西省,太原市,山西中医学院,140110809
山西省,太原市,太原大学,140111242
山西省,太原市,山西财政税务专科学校,140111630
山西省,太原市,山西建筑职业技术学院,140112775
山西省,太原市,山西生物应用职业技术学院,140112776
山西省,太原市,山西工程职业技术学院,140112777
山西省,太原市,山西交通职业技术学院,140112778
山西省,太原市,山西财贸职业技术学院,140112890
山西省,太原市,山西林业职业技术学院,140112891
山西省,太原市,山西综合职业技术学院,140113528
山西省,太原市,山西煤炭职业技术学院,140113529
山西省,太原市,山西工商职业学院,140113691
山西省,太原市,山西旅游职业学院,140113697
山西省,太原市,山西电力职业技术学院,140113745
山西省,太原市,山西轻工职业技术学院,140114247
山西省,太原市,广播电影电视管理干部学院,140150031
山西省,太原市,山西职工医学院,140150166
山西省,太原市,山西省广播电视大学,140151187
山西省,太原市,山西煤炭管理干部学院,140151189
山西省,太原市,山西经济管理干部学院,140151190
山西省,太原市,山西政法管理干部学院,140151787
山西省,大同市,雁北师范学院,140210120
山西省,大同市,北岳职业技术学院,140212780
山西省,阳泉市,阳泉职业技术学院,140312893
山西省,长治市,长治医学院,140410117
山西省,长治市,长治学院,140410122
山西省,长治市,长治职业技术学院,140412388
山西省,长治市,山西机电职业技术学院,140412888
山西省,长治市,潞安职业技术学院,140413695
山西省,晋城市,晋城职业技术学院,140512774
山西省,晋中市,山西农业大学,140710113
山西省,晋中市,晋中学院,140710121
山西省,晋中市,山西同文外国语学校,140713862
山西省,晋中市,山西晋中职业技术学院,140713913
山西省,运城市,运城学院,140810123
山西省,运城市,山西水利职业技术学院,140812892
山西省,运城市,山西运城农业职业技术学院,140813934
山西省,运城市,运城职业技术学院,140814226
山西省,忻州市,忻州师范学院,140910124
山西省,临汾市,山西师范大学,141010118
山西省,临汾市,临汾一中,141040001
山西省,吕梁市(离石),山西医科大学,141110114
山西省,吕梁市(离石),吕梁学院,141110812
山西省,吕梁市(离石),山西省吕梁地区教育学院,141150197
内蒙古,呼和浩特市,内蒙古大学,150110126
内蒙古,呼和浩特市,内蒙古工业大学,150110128
内蒙古,呼和浩特市,内蒙古农业大学,150110129
内蒙古,呼和浩特市,内蒙古医学院,150110132
内蒙古,呼和浩特市,内蒙古师范大学,150110135
内蒙古,呼和浩特市,内蒙古财经学院,150110139
内蒙古,呼和浩特市,内蒙古建筑职业技术学院,150110871
内蒙古,呼和浩特市,内蒙古民族高等专科学校,150111709
内蒙古,呼和浩特市,内蒙古电子学校,150112673
内蒙古,呼和浩特市,内蒙古化工职业学院,150112675
内蒙古,呼和浩特市,内蒙古警察职业学院,150112797
内蒙古,呼和浩特市,呼和浩特广播电视大学,150152020
内蒙古,呼和浩特市,中共内蒙古自治区委党校,150189615
内蒙古,包头市,内蒙古科技大学,150210127
内蒙古,包头市,包头医学院,150210133
内蒙古,包头市,包头师范学院,150210137
内蒙古,包头市,包头职业技术学院,150212057
内蒙古,包头市,包头钢铁职业技术学院,150213864
内蒙古,通辽市,内蒙古民族大学,150510136
内蒙古,呼伦贝尔市,呼伦贝尔学院,150710819
辽宁省,沈阳市,辽宁大学,210110140
辽宁省,沈阳市,沈阳工业大学,210110142
辽宁省,沈阳市,沈阳航空工业学院,210110143
辽宁省,沈阳市,沈阳理工大学,210110144
辽宁省,沈阳市,东北大学,210110145
辽宁省,沈阳市,沈阳化工学院,210110149
辽宁省,沈阳市,沈阳建筑大学,210110153
辽宁省,沈阳市,沈阳农业大学,210110157
辽宁省,沈阳市,中国医科大学,210110159
辽宁省,沈阳市,辽宁中医学院,210110162
辽宁省,沈阳市,沈阳药科大学,210110163
辽宁省,沈阳市,沈阳医学院,210110164
辽宁省,沈阳市,沈阳师范大学,210110166
辽宁省,沈阳市,东北财经大学,210110173
辽宁省,沈阳市,中国刑事警察学院,210110175
辽宁省,沈阳市,沈阳体育学院,210110176
辽宁省,沈阳市,沈阳音乐学院,210110177
辽宁省,沈阳市,鲁迅美术学院,210110178
辽宁省,沈阳市,沈阳大学,210111035
辽宁省,沈阳市,辽宁交通高等专科学校,210111500
辽宁省,沈阳市,沈阳工程学院,210111632
辽宁省,沈阳市,辽宁林业职业技术学院,210112593
辽宁省,沈阳市,沈阳职业技术学院,210112594
辽宁省,沈阳市,辽宁金融职业学院,210112895
辽宁省,沈阳市,辽宁广告职业学院,210112897
辽宁省,沈阳市,沈阳建筑大学城市建设学院,210113208
辽宁省,沈阳市,辽宁中医药大学杏林学院,210113609
辽宁省,沈阳市,沈阳化工大学科亚学院,210113621
辽宁省,沈阳市,辽宁商贸学院,210113960
辽宁省,沈阳市,第11中学,210140001
辽宁省,沈阳市,东北育才中学,210140002
辽宁省,沈阳市,辽宁省中小学,210140003
辽宁省,沈阳市,中国科学院沈阳计算技术研究所,210180133
辽宁省,沈阳市,中国航空研究院（601研究所）,210182903
辽宁省,大连市,大连理工大学,210210141
辽宁省,大连市,大连交通大学,210210150
辽宁省,大连市,大连海事大学,210210151
辽宁省,大连市,大连工业大学,210210152
辽宁省,大连市,大连水产学院,210210158
辽宁省,大连市,大连医科大学,210210161
辽宁省,大连市,辽宁师范大学,210210165
辽宁省,大连市,大连外国语学院,210210172
辽宁省,大连市,东北财经大学,210210173
辽宁省,大连市,辽宁对外经贸职业学院,210210841
辽宁省,大连市,大连大学,210211258
辽宁省,大连市,辽宁警官高等专科学校,210211432
辽宁省,大连市,辽宁税务高等专科学校,210211735
辽宁省,大连市,大连民族学院,210212026
辽宁省,大连市,大连商务职业学院,210212730
辽宁省,大连市,大连艺术职业学院,210212839
辽宁省,大连市,大连东软信息技术职业学院,210212840
辽宁省,大连市,大连交通大学信息工程学院,210213207
辽宁省,大连市,大连医科大学中山学院,210213212
辽宁省,大连市,辽宁师范大学海华学院,210213215
辽宁省,大连市,东北大学东软信息学院,210213631
辽宁省,大连市,大连软件职业学院,210213958
辽宁省,大连市,大连翻译职业学院,210213959
辽宁省,大连市,大连航运职业技术学院,210214209
辽宁省,大连市,大连广播电视大学,210251849
辽宁省,大连市,海军大连舰艇学院,210290046
辽宁省,鞍山市,辽宁科技大学,210310146
辽宁省,鞍山市,鞍山师范学院,210310169
辽宁省,鞍山市,鞍山市第一中学,210340001
辽宁省,抚顺市,辽宁石油化工大学,210410148
辽宁省,本溪市,辽宁科技学院,210511430
辽宁省,锦州市,辽宁工学院,210710154
辽宁省,锦州市,锦州医学院,210710160
辽宁省,锦州市,渤海大学,210710167
辽宁省,锦州市,锦州师范高等专科学校,210710180
辽宁省,锦州市,辽宁石化职业技术学院,210712900
辽宁省,锦州市,辽宁医学院医疗学院,210713213
辽宁省,锦州市,渤海大学文理学院,210713217
辽宁省,阜新市,辽宁工程技术大学,210910147
辽宁省,盘锦市,盘锦职业技术学院,211112063
辽宁省,盘锦市,辽河石油职业技术学院,211114077
辽宁省,朝阳市,朝阳师范高等专科学校,211310171
辽宁省,葫芦岛市,渤海船舶职业学院,211412931
吉林省,长春市,吉林大学,220110183
吉林省,长春市,长春理工大学,220110186
吉林省,长春市,长春工业大学,220110190
吉林省,长春市,吉林建筑工程学院,220110191
吉林省,长春市,吉林农业大学,220110193
吉林省,长春市,长春中医药大学,220110199
吉林省,长春市,东北师范大学,220110200
吉林省,长春市,吉林工程技术师范学院,220110204
吉林省,长春市,长春师范学院,220110205
吉林省,长春市,长春税务学院,220110207
吉林省,长春市,吉林艺术学院,220110209
吉林省,长春市,吉林华桥外国语学院,220110964
吉林省,长春市,吉林财税高等专科学校,220111261
吉林省,长春市,吉林商业高等专科学校,220111262
吉林省,长春市,吉林粮食高等专科学校,220111263
吉林省,长春市,长春汽车工业高等专科学校,220111436
吉林省,长春市,长春工程学院,220111437
吉林省,长春市,长春金融高等专科学校,220111440
吉林省,长春市,长春大学,220111726
吉林省,长春市,长春医学高等专科学校,220111823
吉林省,长春市,吉林交通职业技术学院,220112049
吉林省,长春市,长春东方职业学院,220112306
吉林省,长春市,吉林工业职业技术学院,220112903
吉林省,长春市,长春大学光华学院,220113600
吉林省,长春市,长春工业大学人文信息学院,220113601
吉林省,长春市,长春理工大学光电信息学院,220113602
吉林省,长春市,长春税务学院信息经济学院,220113603
吉林省,长春市,吉林建筑工程学院城建学院,220113604
吉林省,长春市,吉林建筑工程学院建筑装饰学院,220113605
吉林省,长春市,东北师范大学人文学院,220113662
吉林省,长春市,长春信息技术职业学院,220113916
吉林省,长春市,空军第二航空学院,220190057
吉林省,吉林市,东北电力大学,220210188
吉林省,吉林市,吉林化工学院,220210192
吉林省,吉林市,北华大学,220210201
吉林省,吉林市,吉林师范大学,220210203
吉林省,吉林市,吉林农业科技学院,220211439
吉林省,吉林市,吉林电子信息职业技术学院,220212902
吉林省,吉林市,吉林医药学院,220213706
吉林省,四平市,吉林师范大学,220310203
吉林省,四平市,吉林师范大学博达学院,220313622
吉林省,辽源市,辽源职业技术学院,220410847
吉林省,通化市,通化师范学院,220510202
吉林省,白城市,白城师范学院,220810206
吉林省,延吉市,延边大学,222410184
黑龙江省,哈尔滨市,黑龙江大学,230110212
黑龙江省,哈尔滨市,哈尔滨工业大学,230110213
黑龙江省,哈尔滨市,哈尔滨理工大学,230110214
黑龙江省,哈尔滨市,哈尔滨工程大学,230110217
黑龙江省,哈尔滨市,东北农业大学,230110224
黑龙江省,哈尔滨市,东北林业大学,230110225
黑龙江省,哈尔滨市,哈尔滨医科大学,230110226
黑龙江省,哈尔滨市,黑龙江中医药大学,230110228
黑龙江省,哈尔滨市,哈尔滨师范大学,230110231
黑龙江省,哈尔滨市,哈尔滨学院,230110234
黑龙江省,哈尔滨市,哈尔滨商业大学,230110240
黑龙江省,哈尔滨市,哈尔滨体育学院,230110242
黑龙江省,哈尔滨市,哈尔滨金融高等专科学校,230110245
黑龙江省,哈尔滨市,黑龙江东方学院,230111446
黑龙江省,哈尔滨市,黑龙江工程学院,230111802
黑龙江省,哈尔滨市,黑龙江建筑职业技术学院,230112053
黑龙江省,哈尔滨市,黑龙江农业工程职业学院,230112726
黑龙江省,哈尔滨市,哈尔滨电力职业技术学院,230112906
黑龙江省,哈尔滨市,黑龙江畜牧兽医职业学院,230112909
黑龙江省,哈尔滨市,哈尔滨德强商务学院,230113298
黑龙江省,哈尔滨市,哈尔滨理工大学远东学院,230113301
黑龙江省,哈尔滨市,黑龙江大学剑桥学院,230113303
黑龙江省,哈尔滨市,哈尔滨商业大学广厦学院,230113306
黑龙江省,哈尔滨市,哈尔滨工业大学华德应用技术学院,230113307
黑龙江省,哈尔滨市,复华小学,230130001
黑龙江省,哈尔滨市,中实学校,230140001
黑龙江省,哈尔滨市,第69中学,230140002
黑龙江省,哈尔滨市,黑龙江省广播电视大学,230151244
黑龙江省,哈尔滨市,哈尔滨市南岗教师进修学校,230152036
黑龙江省,齐齐哈尔市,齐齐哈尔大学,230210232
黑龙江省,齐齐哈尔市,齐齐哈尔职业学院,230212729
黑龙江省,鸡西市,黑龙江科技学院,230310219
黑龙江省,大庆市,东北石油大学,230610220
黑龙江省,大庆市,黑龙江八一农垦大学,230610223
黑龙江省,大庆市,大庆师范学院,230610235
黑龙江省,大庆市,大庆职工大学,230650329
黑龙江省,佳木斯市,佳木斯大学,230810222
黑龙江省,牡丹江市,牡丹江医学院,231010229
黑龙江省,牡丹江市,牡丹江师范学院,231010233
黑龙江省,牡丹江市,牡丹江大学,231011046
黑龙江省,牡丹江市,黑龙江林业职业技术学院,231012724
黑龙江省,牡丹江市,黑龙江农业经济职业学院,231012910
黑龙江省,牡丹江市,黑龙江商业职业学院,231013448
黑龙江省,牡丹江市,黑龙江幼儿师范高等专科学校,231014095
黑龙江省,绥化市,绥化学院,231210236
上海市,上海市,复旦大学,310110246
上海市,上海市,同济大学,310110247
上海市,上海市,上海交通大学,310110248
上海市,上海市,华东理工大学,310110251
上海市,上海市,上海理工大学,310110252
上海市,上海市,上海海事大学,310110254
上海市,上海市,东华大学,310110255
上海市,上海市,上海电力学院,310110256
上海市,上海市,上海应用技术学院,310110259
上海市,上海市,上海医疗器械高等专科学校,310110262
上海市,上海市,上海海洋大学,310110264
上海市,上海市,上海第二医科大学,310110266
上海市,上海市,上海中医药大学,310110268
上海市,上海市,华东师范大学,310110269
上海市,上海市,上海师范大学,310110270
上海市,上海市,上海外国语大学,310110271
上海市,上海市,上海财经大学,310110272
上海市,上海市,上海对外贸易学院,310110273
上海市,上海市,上海海关高等专科学校,310110274
上海市,上海市,上海旅游高等专科学校,310110275
上海市,上海市,华东政法学院,310110276
上海市,上海市,上海体育学院,310110277
上海市,上海市,上海戏剧学院,310110279
上海市,上海市,上海大学,310110280
上海市,上海市,上海公安高等专科学校,310110283
上海市,上海市,上海新侨职业技术学院,310110852
上海市,上海市,上海工程技术大学,310110856
上海市,上海市,上海立信会计学院,310111047
上海市,上海市,上海电机学院,310111458
上海市,上海市,上海金融学院,310111639
上海市,上海市,淮海工学院,310111641
上海市,上海市,上海出版印刷高等专科学校,310111733
上海市,上海市,上海杉达学院,310111833
上海市,上海市,青浦区上海政法学院,310111835
上海市,上海市,上海第二工业大学,310112044
上海市,上海市,上海商学院,310112050
上海市,上海市,上海行健职业学院,310112493
上海市,上海市,上海交通职业技术学院,310112497
上海市,上海市,上海海事职业技术学院,310112498
上海市,上海市,上海电子信息职业技术学院,310112499
上海市,上海市,上海民远职业技术学院,310112584
上海市,上海市,上海立达职业技术学院,310112587
上海市,上海市,上海工艺美术学院,310112588
上海市,上海市,上海建桥学院,310112799
上海市,上海市,上海工商外国语职业学院,310112800
上海市,上海市,上海科学技术职业学院,310112801
上海市,上海市,上海农林职业技术学院,310112912
上海市,上海市,中侨职业技术学院,310112915
上海市,上海市,上海建峰职业技术学院,310112916
上海市,上海市,复旦大学上海视觉艺术学院,310113632
上海市,上海市,上海外国语大学贤达经济人文学院,310113636
上海市,上海市,上海电影艺术职业学院,310113747
上海市,上海市,上海师范大学天华学院,310113893
上海市,上海市,上海工会管理职业学院,310114023
上海市,上海市,上海医药高等专科学校,310114033
上海市,上海市,东海职业技术学院,310114112
上海市,上海市,上海体育职业学院,310114179
上海市,上海市,上海交通大学医学院,310119248
上海市,上海市,上海信息技术学校,310140001
上海市,上海市,中国福利会少年宫,310140002
上海市,上海市,上海纺织工业职工大学,310150393
上海市,上海市,上海电视大学,310151252
上海市,上海市,上海市经济管理干部学院,310151613
上海市,上海市,浦东新区中国浦东干部学院,310152022
上海市,上海市,上海国家会计学院,310152023
上海市,上海市,上海经济管理干部学院,310152024
上海市,上海市,上海科技干部管理学院,310152025
上海市,上海市,上海建设职工大学,310152037
上海市,上海市,中国人民解放军第二军医大学,310190309
江苏省,南京市,南京大学,320110284
江苏省,南京市,东南大学,320110286
江苏省,南京市,南京航空航天大学,320110287
江苏省,南京市,南京理工大学,320110288
江苏省,南京市,南京工业大学,320110291
江苏省,南京市,常州大学,320110292
江苏省,南京市,南京邮电大学,320110293
江苏省,南京市,河海大学,320110294
江苏省,南京市,南京林业大学,320110298
江苏省,南京市,南京信息工程大学,320110300
江苏省,南京市,南京农业大学,320110307
江苏省,南京市,南京医科大学,320110312
江苏省,南京市,南京中医药大学,320110315
江苏省,南京市,中国药科大学,320110316
江苏省,南京市,南京师范大学,320110319
江苏省,南京市,南京财经大学,320110327
江苏省,南京市,江苏警官学院,320110329
江苏省,南京市,南京体育学院,320110330
江苏省,南京市,南京艺术学院,320110331
江苏省,南京市,金陵职业大学,320111048
江苏省,南京市,三江学院,320111122
江苏省,南京市,南京工程学院,320111276
江苏省,南京市,南京审计学院,320111287
江苏省,南京市,南京晓庄学院,320111460
江苏省,南京市,江苏经贸职业技术学院,320112047
江苏省,南京市,南京特殊教育职业技术学院,320112048
江苏省,南京市,南京森林公安高等专科学校,320112213
江苏省,南京市,江苏海事职业技术学院,320112679
江苏省,南京市,应天职业技术学院,320112680
江苏省,南京市,南京交通职业技术学院,320112804
江苏省,南京市,南京化工职业技术学院,320112920
江苏省,南京市,钟山职业技术学院,320112922
江苏省,南京市,金肯职业技术学院,320113100
江苏省,南京市,南京信息职业技术学院,320113112
江苏省,南京市,金陵科技学院,320113573
江苏省,南京市,中国传媒大学南广学院,320113687
江苏省,南京市,南京师范大学泰州学院,320113843
江苏省,南京市,南京中医药大学翰林学院,320113981
江苏省,南京市,南京机电职业技术学院,320114056
江苏省,南京市,南京地质学校,320140001
江苏省,南京市,南京铁路运输学校,320140002
江苏省,南京市,江苏教育学院,320150516
